actor_1_name,actor_2_name,actor_1_facebook_likes,actor_2_facebook_likes
Yangzom Brauen,Claude-Oliver Rudolph,29.0,9.0
Hugh Jackman,Cara Delevingne,20000.0,559.0
Lucas Grabeel,Corbin Bleu,755.0,632.0
Dorian Missick,Daniella Alonso,1000.0,557.0
Jason Priestley,Maury Chaykin,471.0,232.0
Konstantin Khabenskiy,Aleksey Chadov,114.0,28.0
Jim Broadbent,Miranda Richardson,1000.0,530.0
Art Hindle,Susan Clark,110.0,95.0
Julian Richings,Shawn Roberts,648.0,529.0
Judith O'Dea,Duane Jones,125.0,108.0
Scarlett Johansson,Bill Murray,19000.0,13000.0
Woody Allen,Carol Kane,11000.0,636.0
Gloria Grahame,Dorothy Lamour,232.0,178.0
Christian Bale,María Valverde,23000.0,892.0
Heath Ledger,Peter Boyle,13000.0,595.0
Joely Richardson,J.D. Evermore,584.0,430.0
Nicolas Cage,Valeria Golino,12000.0,898.0
Molly C. Quinn,Lara Flynn Boyle,707.0,619.0
Linnea Quigley,Clu Gulager,431.0,426.0
Austin Pendleton,Harold Gould,597.0,222.0
Ryan Guzman,Hill Harper,3000.0,465.0
Gina Lollobrigida,Katy Jurado,746.0,119.0
Holly Hunter,Dylan Minnette,1000.0,1000.0
Josh Hutcherson,Mia Wasikowska,14000.0,3000.0
Meg Foster,Peter Jason,355.0,151.0
James Coburn,Donald Pleasence,773.0,742.0
Marlee Matlin,Elaine Hendrix,847.0,670.0
Muse Watson,Spencer Treat Clark,45000.0,541.0
Ellar Coltrane,Lorelei Linklater,230.0,193.0
Scarlett Johansson,Kevin McNally,19000.0,427.0
Cary-Hiroyuki Tagawa,Estella Warren,1000.0,658.0
Angell Conwell,Dr. Dre,522.0,231.0
Mo'Nique,Mike Epps,939.0,706.0
Estella Warren,Paul Sorvino,658.0,636.0
Montgomery Clift,Kevin McCarthy,862.0,403.0
Robin Williams,Joe Morton,49000.0,780.0
Vincent Pastore,William Hickey,584.0,246.0
Frank Grillo,Emily Meade,798.0,374.0
Geraldine Chaplin,Belén Rueda,382.0,273.0
Ashley Rickards,Essence Atkins,986.0,713.0
Ian Somerhalder,Faye Dunaway,16000.0,977.0
Roscoe Lee Browne,John Vernon,204.0,187.0
Dylan Baker,Chi McBride,812.0,466.0
Salma Hayek,Alicia Witt,4000.0,975.0
Jeremy Davies,Stephen McHattie,769.0,413.0
Laura Ramsey,Alan Taylor,960.0,12.0
Michael Wincott,Zach Grenier,721.0,246.0
Catherine O'Hara,Fred Willard,925.0,729.0
Ivana Milicevic,Tyra Banks,834.0,625.0
Philip Baker Hall,Aaron Hughes,497.0,113.0
Kelli Garner,Lou Taylor Pucci,730.0,394.0
Anna Gunn,Michael Angarano,1000.0,947.0
Stephanie Leonidas,Gina McKee,420.0,291.0
Collin Alfredo St. Dic,Balinese Tari Legong Dancers,48.0,0.0
Michael Berryman,Eva LaRue,721.0,576.0
Michael Angarano,Blair Underwood,947.0,685.0
Ray Winstone,Alexandra Breckenridge,1000.0,1000.0
Chazz Palminteri,Ricky Schroder,979.0,665.0
Kelly Macdonald,Saffron Burrows,2000.0,811.0
Kylie Minogue,Leos Carax,690.0,227.0
Nicolas Cage,Tye Sheridan,12000.0,1000.0
Peter McNamara,Dan Futterman,419.0,254.0
Viggo Mortensen,Lane Smith,10000.0,633.0
Lauren Ambrose,Kathleen Robertson,945.0,774.0
Craig Ferguson,Frances Fisher,759.0,638.0
Hector Kotsifakis,Adriana Barraza,623.0,85.0
Noah Emmerich,Jordan Trovillion,617.0,163.0
Anna Friel,Brían F. O'Byrne,736.0,450.0
Rachel Griffiths,Alan Williams,578.0,29.0
Robin Wright,Naomi Watts,18000.0,6000.0
Salma Hayek,Danny Arroyo,4000.0,575.0
Luis Tosar,Enrique Villén,331.0,27.0
Connor Paolo,Michael Cerveris,530.0,238.0
Doug Brochu,Tiffany Thornton,254.0,248.0
Keanu Reeves,Marg Helgenberger,18000.0,759.0
Wagner Moura,Clemens Schick,585.0,29.0
George Kennedy,Ezra Miller,3000.0,3000.0
Ed Speleers,Eamonn Walker,762.0,706.0
David Hewlett,Angelo Tsarouchas,686.0,246.0
Konstantin Khabenskiy,Elena Lyadova,114.0,45.0
Blythe Danner,Ken Howard,713.0,649.0
Saad Siddiqui,Bonnie Lee Bouman,223.0,11.0
Jean Harlow,Marian Marsh,431.0,12.0
Debra Messing,Rosemarie DeWitt,650.0,536.0
Lily Rabe,Shannon Woodward,763.0,637.0
Robin McLeavy,Jessica McNamee,399.0,129.0
Kristen Quintrall,Rachel Sterling,166.0,134.0
Eric Mabius,Gina Holden,637.0,346.0
Rachel Hendrix,Cheryl Ladd,544.0,476.0
Morgan Freeman,Ayelet Zurer,11000.0,744.0
Robert Shaw,Susannah York,559.0,269.0
Robert Duvall,Faye Dunaway,3000.0,977.0
Hattie McDaniel,George Reeves,503.0,384.0
Tom Cullen,Reece Ritchie,507.0,236.0
James Coburn,Slim Pickens,773.0,575.0
Snoop Dogg,Laz Alonso,881.0,826.0
Keenan Wynn,Howard Keel,277.0,244.0
Kayvan Novak,Riz Ahmed,414.0,365.0
Fernanda Montenegro,Seu Jorge,119.0,69.0
Michael Kelly,Tony Nappo,963.0,654.0
Gladys Cooper,Reginald Owen,89.0,78.0
Alice Olivia Clarke,Susan Blommaert,117.0,64.0
Dominic Cooper,Russell Tovey,3000.0,796.0
Liam Neeson,Frank Langella,14000.0,902.0
David Ogden Stiers,Jamie Farr,443.0,421.0
Brenda Vaccaro,Barnard Hughes,183.0,89.0
Tom Wilkinson,Mark Addy,1000.0,891.0
Peter Graves,Lloyd Bridges,628.0,575.0
Michael Jai White,Max Ryan,2000.0,872.0
Nia Long,John Witherspoon,826.0,723.0
Jada Pinkett Smith,Larenz Tate,851.0,582.0
Ta'Rhonda Jones,Gabourey Sidibe,912.0,906.0
George Kennedy,Holt McCallany,3000.0,273.0
Slim Pickens,Jason Robards,575.0,372.0
John Forsythe,Robert Blake,255.0,220.0
Colleen Dewhurst,Peter Finch,157.0,139.0
Janet Leigh,Robert Wagner,606.0,481.0
Bernard Cribbins,Jean Marsh,195.0,146.0
Julian Richings,Kate Dickie,648.0,191.0
Joe Estevez,Master P,625.0,118.0
John Mahoney,Frank Vincent,385.0,356.0
Brendan Fraser,Lynn Redgrave,3000.0,258.0
Ricardo Darín,Soledad Villamil,827.0,88.0
Greg Nicotero,John Amplas,1000.0,177.0
Gideon Emery,Gloria Votsis,430.0,209.0
Ted Raimi,Dan Hicks,634.0,328.0
Wanda Sykes,J.B. Smoove,560.0,555.0
Ian Ziering,John Heard,984.0,697.0
Elpidia Carrillo,Zaide Silvia Gutiérrez,174.0,16.0
Otto Jespersen,Johanna Mørck,29.0,4.0
Frances Conroy,Fred Willard,827.0,729.0
Will Forte,Nicholas Braun,622.0,591.0
Zooey Deschanel,Will Ferrell,11000.0,8000.0
Jordana Brewster,Geoff Stults,4000.0,756.0
Diahann Carroll,Mykel Shannon Jenkins,426.0,294.0
Alice Krige,Christian Campbell,368.0,168.0
Fisher Stevens,Elizabeth Berkley,922.0,893.0
James Nesbitt,Ash Cook,773.0,133.0
Teri Polo,Kevin Pollak,708.0,574.0
Michael Emerson,Mark Valley,2000.0,774.0
Jane Goodall,Jerry Brown,21.0,3.0
Bashar Rahal,Shelly Varod,603.0,145.0
Alexa PenaVega,Jake Busey,2000.0,660.0
Chris Brochu,Jeff Fahey,795.0,535.0
Ray Winstone,Joe Egan,1000.0,53.0
Madeline Kahn,Harvey Korman,1000.0,628.0
Morgan Freeman,Sofie Gråbøl,11000.0,108.0
Kevin Spacey,Demi Moore,18000.0,2000.0
Murray Bartlett,Adrian Gonzalez,141.0,69.0
Anjelica Huston,Matt Gerald,1000.0,585.0
J.K. Simmons,Melissa Benoist,24000.0,970.0
Alice Braga,Seu Jorge,1000.0,69.0
Danny Dyer,John Simm,798.0,472.0
Corbin Bleu,Rus Blackwell,632.0,144.0
James Franco,Bruce Davison,11000.0,505.0
Thomas Bo Larsen,Alexandra Rapaport,74.0,69.0
Zack Ward,Darren McGavin,662.0,577.0
Armando Riesco,Ramon Rodriguez,625.0,464.0
Roddy McDowall,Perry King,595.0,251.0
Geoff Stults,Kenan Thompson,756.0,521.0
Samantha Morton,Rupert Graves,631.0,443.0
François Bégaudeau,Agame Malembo-Emene,15.0,2.0
John Cassavetes,Mia Farrow,917.0,563.0
Lee Marvin,Woody Strode,756.0,423.0
Peter Gallagher,Terry Walters,828.0,390.0
Catalina Sandino Moreno,Wilson Guerrero,280.0,11.0
Goran Visnjic,Lou Taylor Pucci,1000.0,394.0
Krista Allen,Eric Dane,164000.0,2000.0
John Belushi,Karen Allen,1000.0,783.0
Honor Blackman,Gert Fröbe,387.0,202.0
Sarah Gadon,Douglas Smith,691.0,480.0
Donna Reed,Lionel Barrymore,488.0,275.0
Kelly Macdonald,Shirley Henderson,2000.0,887.0
Bernie Mac,Cedric the Entertainer,1000.0,436.0
Sprague Grayden,Molly Ephraim,438.0,332.0
James Nesbitt,David Kelly,773.0,588.0
Michael Moore,Dick Clark,909.0,504.0
Li Gong,Daoming Chen,878.0,10.0
Clu Gulager,Robert Rusler,426.0,359.0
Julian Sands,Rupert Graves,687.0,443.0
Rhys Wakefield,Adelaide Kane,942.0,810.0
Danielle Kotch,Victoria Leigh,1000.0,419.0
Nancy O'Dell,Mikki Padilla,71.0,65.0
Burl Ives,Judith Anderson,253.0,197.0
Linda Harrison,Gregory Sierra,220.0,162.0
Kevin Zegers,Bill Cobbs,2000.0,970.0
Veronica Taylor,Eric Stuart,88.0,82.0
Tony Goldwyn,Ron Palillo,956.0,316.0
William Holden,Sessue Hayakawa,682.0,119.0
Ariana Richards,Royal Dano,610.0,232.0
Ed Lauter,Bruce Dern,897.0,844.0
Fred MacMurray,Ray Walston,516.0,417.0
Kane Hodder,Leslie Jordan,935.0,805.0
Tamara Toumanova,Lila Kedrova,18.0,16.0
Common,Dave Chappelle,989.0,744.0
Michael Fassbender,Kodi Smit-McPhee,13000.0,884.0
Blair Underwood,LisaGay Hamilton,685.0,178.0
Omari Hardwick,Donald Faison,1000.0,927.0
Shirley Jones,Jean Simmons,556.0,422.0
Maximilian Schell,Montgomery Clift,877.0,862.0
Donald Faison,Deon Richmond,927.0,209.0
Matthew Senreich,Seth Green,11.0,0.0
Montgomery Clift,Walter Brennan,862.0,376.0
Mo'Nique,Jimmy Jean-Louis,939.0,407.0
Seamus Davey-Fitzpatrick,Ariane Labed,140.0,63.0
John Astin,Robert Neary,641.0,168.0
Angus Scrimm,A. Michael Baldwin,674.0,174.0
Loretta Devine,Kimberly Elise,912.0,637.0
America Ferrera,Lupe Ontiveros,953.0,625.0
Rachel Griffiths,Jessica De Gouw,578.0,476.0
John Abraham,Lisa Ray,1000.0,329.0
Archie Panjabi,Jimi Mistry,883.0,183.0
Callie Thorne,Brian Van Holt,472.0,324.0
Indira Varma,Sarita Choudhury,729.0,257.0
Oliver Platt,Thomas Ian Nicholas,1000.0,864.0
Peter Ostrum,Jack Albertson,240.0,177.0
Julian Sands,Zach Galligan,687.0,233.0
Kristy Swanson,George Hamilton,578.0,341.0
Sam Shepard,Stuart Margolin,820.0,350.0
Matthew McConaughey,Rob McElhenney,11000.0,813.0
Julie Benz,Judy Greer,3000.0,2000.0
Gary Oldman,Michael Wincott,10000.0,721.0
Greta Gerwig,Grace Gummer,962.0,481.0
Terry Pheto,Nambitha Mpumlwana,113.0,64.0
Philip Seymour Hoffman,Jon Lovitz,22000.0,11000.0
Eddie Griffin,Joe Howard,489.0,26.0
Johnny Depp,Haley Joel Osment,40000.0,3000.0
Min-sik Choi,Ji-tae Yu,717.0,78.0
Robyn Lively,Michael Bolten,439.0,399.0
Gregory Smith,Robb Wells,694.0,324.0
Kevin Pollak,Héctor Jiménez,574.0,327.0
Bokeem Woodbine,Dan Hedaya,904.0,281.0
William Morgan Sheppard,Kevin Gage,702.0,366.0
Michael Fassbender,Harry Treadaway,13000.0,260.0
Greta Gerwig,Megalyn Echikunwoke,962.0,476.0
Craig T. Nelson,Colm Feore,723.0,539.0
Kirsten Dunst,Adam Scott,4000.0,3000.0
Danny Pino,Megan Hilty,786.0,341.0
Virginia Madsen,Aaron Ashmore,912.0,750.0
Michael Gross,William Atherton,536.0,317.0
George Kennedy,Cjon Saulsberry,3000.0,571.0
Susan Hampshire,Amanda Mealing,40.0,37.0
Alicja Bachleda,Kostja Ullmann,289.0,38.0
Johnny Pacar,Eric Stoltz,1000.0,902.0
Matt Cohen,Betsy Russell,487.0,298.0
Gretchen Mol,Patti LuPone,599.0,325.0
Michael Biehn,Lauren German,2000.0,683.0
Aidan Quinn,Iben Hjejle,767.0,122.0
Frank Grillo,Scott Mechlowicz,798.0,634.0
Neil Hopkins,Darren Keefe Reiher,231.0,27.0
Johnny Depp,Alan Rickman,40000.0,25000.0
Taylor Negron,Michael Rapaport,1000.0,975.0
Tom Everett Scott,Amy Sedaris,433.0,396.0
John Savage,Kristi Clainos,652.0,124.0
Christopher Meloni,Amy Poehler,3000.0,1000.0
French Stewart,Ashley Martin,319.0,302.0
Michael Jai White,Alex Meraz,2000.0,606.0
Lee Marvin,Angie Dickinson,756.0,754.0
Stephanie Szostak,Sarah Rafferty,1000.0,810.0
Noel Gugliemi,David Bianchi,2000.0,715.0
Julian Morris,Shantel VanSanten,1000.0,747.0
Bokeem Woodbine,Brooke Newton,904.0,779.0
Everett McGill,Jack Taylor,201.0,39.0
Hayley Atwell,Derek Jacobi,2000.0,520.0
Mike Starr,Stacy Keach,854.0,602.0
Judy Greer,Cybill Shepherd,2000.0,536.0
Fernanda Montenegro,Matheus Nachtergaele,119.0,14.0
Ann-Margret,Glenn Ford,931.0,416.0
Anthony L. Fernandez,Nick Chinlund,640.0,277.0
Dyan Cannon,Michael Nouri,267.0,225.0
Olivia Rose Keegan,Patrick Bauchau,216.0,158.0
Greg Crowe,James Ransone,875.0,412.0
Lee Remick,Patrick Troughton,264.0,139.0
Cécile De France,Maïwenn,447.0,236.0
Maeve Dermody,Patrick Brammall,130.0,96.0
Q'orianka Kilcher,Gregory Cruz,679.0,234.0
Isaac Hayes,Paula Jai Parker,275.0,247.0
Nehemiah Persoff,Joe E. Brown,105.0,103.0
Kane Hodder,Terry Kiser,935.0,448.0
Margaret Hamilton,Terry,695.0,421.0
Madeline Kahn,Peter Boyle,1000.0,595.0
Megan Park,Shawn Roberts,569.0,529.0
Vidya Balan,Sanjay Dutt,464.0,426.0
Peter Fonda,Patricia Richardson,402.0,222.0
Teri Garr,Kelly Reno,481.0,81.0
Bhavkhandan Singh Rakhra,Neeru Bajwa,258.0,85.0
Iben Hjejle,Frank Hvam,122.0,33.0
Lee Marvin,Cesar Romero,756.0,370.0
Rijk de Gooyer,Ariane Schluter,20.0,3.0
Spencer Tracy,Esther Williams,760.0,675.0
Madeline Kahn,David Huddleston,1000.0,1000.0
Judie Aronson,Tom Everett,158.0,84.0
Joanna Kulig,Agata Trzebuchowska,88.0,64.0
Rupert Graves,Denholm Elliott,443.0,249.0
Joe Lo Truglio,Laurie Metcalf,833.0,549.0
Johnny Depp,Charlize Theron,40000.0,9000.0
Gerry Lopez,Gabrielle Reece,52.0,52.0
Karra Elejalde,Nacho Vigalondo,123.0,76.0
Jack Kao,Bo Huang,11.0,4.0
Brianna Brown,Nick Searcy,331.0,272.0
Rita Moreno,Debbie Reynolds,804.0,786.0
Joe Cross,Joel Fuhrman,65.0,2.0
Essence Atkins,Alanna Ubach,713.0,584.0
Barack Obama,Zackary Steven Graham,871.0,118.0
Scout Taylor-Compton,Tyler Mane,908.0,764.0
Tom Hanks,Charlize Theron,15000.0,9000.0
Tom Atkins,Dan O'Herlihy,381.0,128.0
Roddy McDowall,M. Emmet Walsh,595.0,521.0
Patricia Neal,Melvyn Douglas,617.0,189.0
David Jason Perez,La'Princess Jackson,1000.0,309.0
Keanu Reeves,Udo Kier,18000.0,595.0
Armando Riesco,Michael Weston,625.0,379.0
Hanno Pöschl,Hans Weingartner,15.0,12.0
Patrick Huard,Michel Côté,50.0,16.0
Billy Crudup,Samantha Morton,745.0,631.0
Joan Chen,Ato Essandoh,643.0,265.0
Satish Kaushik,Christopher Simpson,56.0,41.0
Frank Langella,Joshua Ormond,902.0,291.0
Sarah Polley,Julian Richings,900.0,648.0
Shailene Woodley,Jennifer Jason Leigh,8000.0,1000.0
William Hurt,Elden Henson,882.0,577.0
Bill Maher,Tal Bachman,334.0,4.0
Larry David,Sheryl Crow,860.0,130.0
Bruce McGill,Diana Scarwid,655.0,157.0
Gary Cole,Stephen Root,989.0,939.0
Katharine Ross,Carly Schroeder,640.0,261.0
Dustin Lance Black,Emily Pearson,191.0,12.0
Larry Miller,Anupam Kher,611.0,397.0
Benno Fürmann,Rüdiger Vogler,127.0,10.0
Leonor Varela,Jacob Vargas,426.0,399.0
Linda Cardellini,Rainn Wilson,2000.0,973.0
Ashley Scott,Piper Mackenzie Harris,794.0,607.0
Clifton Collins Jr.,Cecilia Pillado,968.0,625.0
Natasha Lyonne,Emmanuel Kabongo,1000.0,677.0
Bernie Mac,Harry Lennix,1000.0,748.0
Marc Blucas,Max Ryan,973.0,872.0
Anthony 'Citric' Campos,Patrick Fischler,586.0,497.0
Simon Merrells,Kevin Leslie,490.0,159.0
Stephen Graham,Joseph Gilgun,1000.0,788.0
Julian Glover,Sean Pertwee,844.0,722.0
Esther Williams,Basil Rathbone,675.0,659.0
Jossara Jinaro,Aimee Garcia,847.0,618.0
Ethan Embry,Michael O'Neill,982.0,599.0
Agnes Moorehead,Ava Gardner,960.0,715.0
Tom Skerritt,Cinda McCain,1000.0,646.0
Topher Grace,Ellen Burstyn,2000.0,1000.0
Jon Lovitz,Phil Hartman,11000.0,516.0
Leopold Stokowski,Deems Taylor,16.0,0.0
Roy Scheider,Fernando Rey,813.0,165.0
Nicole Smolen,Sebastian Aguilar,210.0,0.0
Richard Brooker,Dana Kimmell,72.0,31.0
Tiffany Helm,Melanie Kinnaman,42.0,27.0
Henry Thomas,Louise Fletcher,861.0,425.0
Alexa PenaVega,Delroy Lindo,2000.0,848.0
Brian Austin Green,Kayla Ewell,676.0,399.0
Jessica Tandy,Greer Garson,509.0,284.0
Jessica Lowndes,Ethan Peck,1000.0,800.0
Saeed Jaffrey,Zohra Segal,114.0,79.0
Ryan Guzman,James Wolk,3000.0,938.0
Rachel Skarsten,Daniel Kash,371.0,52.0
Myrna Loy,Teresa Wright,749.0,208.0
Kelli Garner,Nick Stahl,730.0,648.0
Jørgen Langhelle,Per Christian Ellefsen,117.0,21.0
Michael Derek,Arturo Castro,128.0,22.0
Manuela Velasco,Pablo Rosso,120.0,9.0
Rosie Perez,Martha Higareda,919.0,718.0
Travis Myers,David Proval,749.0,354.0
Walter Hendrix III,Michael Chapman,846.0,366.0
James Ransone,Maria Doyle Kennedy,412.0,308.0
Robert Shaw,Daniela Bianchi,559.0,201.0
Phoebe Legere,Jessica Dublin,40.0,30.0
Carroll O'Connor,Alan Autry,480.0,360.0
Woody Allen,John Beck,11000.0,66.0
Maika Monroe,Ruby Harris,314.0,189.0
Woody Allen,John Carradine,11000.0,300.0
Robert Duvall,Brock Peters,3000.0,226.0
Vernon Wells,Bruce Spence,745.0,531.0
Andy Lau,Anita Mui,483.0,147.0
James Mason,Shelley Winters,618.0,367.0
Alicia Goranson,Brendan Sexton III,173.0,148.0
Eric Sheffer Stevens,Julia Taylor Ross,120.0,44.0
Sebastian Koch,Ulrich Mühe,380.0,284.0
Ben Davies,Alex Kendrick,690.0,589.0
George C. Scott,Jackie Gleason,654.0,491.0
Hedy Lamarr,Spencer Tracy,1000.0,760.0
Michel Robin,Charles Linton,23.0,6.0
Michael Greyeyes,Irene Bedard,912.0,752.0
Josh Hutcherson,James Urbaniak,14000.0,119.0
Vernon Dobtcheff,Albert Delpy,50.0,8.0
Adriana Barraza,Jorge Salinas,85.0,79.0
Holly Hunter,Sarah Clarke,1000.0,482.0
Dean Stockwell,Celeste Holm,936.0,297.0
Jennifer Lawrence,Shelley Waggener,34000.0,248.0
Nicholas Aaron,Brendan Mackey,21.0,5.0
Tyrone Power,Don Ameche,480.0,392.0
Najarra Townsend,Brad William Henke,538.0,363.0
Matt Damon,George W. Bush,13000.0,125.0
Vanessa Lengies,Emily Ratajkowski,804.0,625.0
Henry Silva,Gano Grills,251.0,147.0
J.K. Simmons,Christian Bale,24000.0,23000.0
David Oyelowo,Leonor Varela,1000.0,426.0
Julia Roberts,Enrico Colantoni,8000.0,724.0
Kathleen Wilhoite,Tawny Kitaen,265.0,194.0
Stephen Colbert,Amy Sedaris,459.0,396.0
Julie Christie,Brian Blessed,597.0,591.0
Sook-Yin Lee,Peter Stickles,71.0,51.0
Ari Folman,Ronny Dayag,56.0,0.0
Noah Danby,Kirby Heyborne,178.0,69.0
Campbell Scott,Dick Cheney,393.0,21.0
Alexander Skarsgård,David Fine,10000.0,1000.0
Anne Hathaway,Jon Tenney,11000.0,289.0
John F. Kennedy,Buzz Aldrin,168.0,142.0
Bruce Greenwood,Zoe Kazan,991.0,962.0
Hugh M. Hefner,Bill Maher,373.0,334.0
Danny Aiello,Manny Perez,388.0,159.0
Alanna Ubach,Bob Balaban,584.0,559.0
Matt Bennett,Krysta Rodriguez,189.0,131.0
Christopher Lambert,Isabelle Adjani,1000.0,572.0
Robin Williams,Mark Margolis,49000.0,1000.0
Jess Weixler,Nathan Parsons,386.0,357.0
Jeffrey Falcon,Stephane Gauger,33.0,3.0
Karisma Kapoor,Bobby Deol,353.0,89.0
Paul Kaye,Neil Maskell,326.0,246.0
Peter Dinklage,Steve Buscemi,22000.0,12000.0
Bob Hoskins,Annette Badland,5000.0,497.0
Jeremy Irvine,Caleb Landry Jones,25000.0,463.0
Joe Morton,Colin Ferguson,780.0,747.0
Saif Ali Khan,Sanjay Mishra,532.0,85.0
Vincent Pastore,Frank Vincent,584.0,356.0
Alex Kendrick,Jansen Panettiere,589.0,488.0
Anna Kendrick,Jeremy Jordan,10000.0,773.0
Merritt Wever,Amy Ryan,529.0,423.0
Melinda Clarke,Kent McCord,787.0,196.0
Jason Statham,Chris Evans,26000.0,11000.0
Brad William Henke,Kate Burton,363.0,223.0
Martin Starr,Megan Mullally,985.0,637.0
Jordi Vilasuso,Michael McLafferty,160.0,152.0
Michael Fassbender,Jack O'Connell,13000.0,698.0
Frances Fisher,James Kyson,638.0,449.0
MyAnna Buring,James Corden,513.0,480.0
Rapulana Seiphemo,Kenneth Nkosi,29.0,18.0
Colin Salmon,Lee Evans,766.0,312.0
Mackenzie Gray,Sean Rogerson,253.0,113.0
Peter McQuinn,Tommy Knight,121.0,94.0
Daniel Baldwin,William Lee Scott,413.0,167.0
Alice Cooper,Tim Rice,674.0,27.0
Woody Allen,Charlotte Rae,11000.0,430.0
Paul Sheehan,Linus Roache,473.0,303.0
Nicholas Gonzalez,Mario Cimarro,601.0,453.0
Steven Weber,Tim Daly,685.0,511.0
Rita Hayworth,Everett Sloane,1000.0,29.0
Mircea Monroe,Lew Temple,633.0,597.0
Jake Gyllenhaal,M.C. Gainey,15000.0,284.0
Noel Gugliemi,Saffron Burrows,2000.0,811.0
Sunil Narkar,Ben Schwartz,34000.0,463.0
Kate Maberly,Kevin McCarthy,416.0,403.0
Sally Hawkins,Curtiss Cook,594.0,591.0
Christopher Lee,Lex Barker,16000.0,57.0
Jon Mack,Powers Boothe,924.0,472.0
Buster Keaton,Zero Mostel,907.0,164.0
Michael Moore,Eddie Vedder,909.0,562.0
William McNamara,Kevin Alejandro,10000.0,1000.0
Trenton Rostedt,Wray Crawford,680.0,418.0
Kevin Zegers,Bella Heathcote,2000.0,860.0
Melissa Bolona,Michael Aaron Milligan,11000.0,1000.0
Keanu Reeves,Daniel Roebuck,18000.0,1000.0
Peter Coyote,Anthony Edwards,548.0,495.0
Paul McGillion,Mike 'The Miz' Mizanin,405.0,217.0
Ryan Reynolds,Samantha Mathis,16000.0,517.0
Craig Roberts,Paddy Considine,920.0,680.0
Khalid Abdalla,Ahmed Hassan,161.0,10.0
Karl E. Landler,Lizzie Brocheré,533.0,323.0
Chloë Grace Moretz,Judy Greer,17000.0,2000.0
Lauren Gottlieb,Remo,733.0,168.0
Johnny Depp,Lin Shaye,40000.0,852.0
Paul McGill,Philippe Petit,41.0,27.0
Siobhan Marshall,Peter Feeney,42.0,40.0
Logan Browning,Adam Ratcliffe,628.0,606.0
Caleb Landry Jones,Ashley Bell,463.0,400.0
Kristin Scott Thomas,Ophelia Lovibond,1000.0,548.0
Marlon Brando,Karl Malden,10000.0,416.0
George C. Scott,Slim Pickens,654.0,575.0
Damián Alcázar,Ana Claudia Talancón,201.0,163.0
Quvenzhané Wallis,Gina Montana,2000.0,458.0
Roddy McDowall,Paul Williams,595.0,356.0
Aidan Quinn,David Patrick Kelly,767.0,380.0
Donna Murphy,Bill Irwin,553.0,471.0
Hansika Motwani,T.R. Silambarasan,141.0,77.0
Quentin Tarantino,J.J. Abrams,16000.0,14000.0
Steve Buscemi,Gary Farmer,12000.0,580.0
Tshewang Dendup,Lhakpa Dorji,0.0,0.0
Clint Eastwood,Bruce Dern,16000.0,844.0
Humphrey Bogart,Jim Backus,2000.0,399.0
George Newbern,Tom Cavanagh,647.0,642.0
Kimberley Crossman,Luke Edwards,467.0,258.0
Tom Everett Scott,Keenan Tracey,433.0,108.0
Christian Keyes,Essence Atkins,761.0,713.0
Moritz Bleibtreu,Ludger Pistor,486.0,37.0
James Duval,Will Estes,701.0,461.0
Natasha Henstridge,CJ Adams,900.0,450.0
Matthew Alan,Chris Cleveland,86.0,42.0
America Ferrera,Eugenio Derbez,953.0,399.0
Roddy McDowall,Gordon Jump,595.0,70.0
Tom Wilkinson,Sissy Spacek,1000.0,874.0
Sarah Butler,Chad Lindberg,635.0,445.0
Ally Walker,Illeana Douglas,349.0,347.0
Paddy Considine,Natalie Press,680.0,46.0
Nawazuddin Siddiqui,Nimrat Kaur,638.0,85.0
Shirley Henderson,Joan Allen,887.0,805.0
Jean Arthur,Ann Miller,319.0,302.0
Montgomery Clift,Donna Reed,862.0,488.0
Harry Carey Jr.,Ben Johnson,281.0,230.0
Shawnee Smith,Michael Welch,651.0,611.0
Eddie Griffin,Clifton Powell,489.0,469.0
Essence Atkins,Lamman Rucker,713.0,607.0
Yasmine Al Massri,Adel Karam,227.0,4.0
Stephen Rea,Pixie Davies,327.0,51.0
Ohad Knoller,Lior Ashkenazi,53.0,30.0
Harrison Ford,Teri Garr,11000.0,481.0
Annabelle Wallis,Revathy,421.0,96.0
Catherine Deneuve,Jean-Paul Belmondo,963.0,710.0
Judy Greer,Marisa Coughlan,2000.0,163.0
Dustin Ingram,Gage Golightly,427.0,253.0
Ty Burrell,Kevin Zegers,3000.0,2000.0
Lew Temple,Cheryl Hines,597.0,541.0
Bolo Yeung,Donald Gibb,633.0,403.0
Claude Rains,Jean Arthur,607.0,319.0
Rosario Dawson,Leo Fitzpatrick,3000.0,202.0
William Baldwin,Elizabeth Meriwether,436.0,25.0
Scott Cohen,Jennifer Westfeldt,378.0,321.0
Honglei Sun,Ni Yan,9.0,4.0
Matthew Ziff,T.J. Storm,260000.0,454.0
Norman Lloyd,Rhonda Fleming,472.0,239.0
Bruce Greenwood,Mia Kirshner,991.0,971.0
Anjelica Huston,Vincent Gallo,1000.0,787.0
Lin Shaye,Barbara Hershey,852.0,618.0
Del Zamora,Tracey Walter,752.0,324.0
Ricardo Darín,Gastón Pauls,827.0,22.0
Ami Ayalon,Yuval Diskin,0.0,0.0
Beau Bridges,Susanna Thompson,552.0,265.0
Donald Glover,Alia Shawkat,801.0,727.0
Eric Stoltz,Salvator Xuereb,902.0,424.0
Ryan Gosling,Theresa Russell,33000.0,243.0
