director_name,director_facebook_likes
Nigel Cole,13.0
Anand Tucker,14.0
Steve James,23.0
Michael Winner,136.0
Tomm Moore,45.0
John Carney,109.0
David Jacobson,12.0
Michael Corrente,30.0
Edward Hall,0.0
Keith Gordon,200.0
David Leland,2.0
Andrew Currie,8.0
Andrew Wilson,387.0
Jonathan Lynn,36.0
Marc Schölermann,3.0
,
Robert Moresco,53.0
Thomas Vinterberg,346.0
Claudia Llosa,43.0
Katsuhiro Ôtomo,78.0
John Herzfeld,17.0
Charles Binamé,2.0
Keith Parmer,2.0
Dennie Gordon,29.0
Ol Parker,21.0
Bruce Beresford,78.0
François Ozon,341.0
James Nunn,16.0
David Webb Peoples,73.0
Michael Winnick,155.0
Bruce Beresford,78.0
George Tillman Jr.,88.0
Stanley Tong,7.0
David Oelhoffen,2.0
Jason Reitman,655.0
Eli Roth,0.0
Lone Scherfig,92.0
Anand Tucker,14.0
Tony Richardson,62.0
Joe Carnahan,248.0
Paul Gross,329.0
Charles Robert Carner,18.0
Russell Holt,0.0
Mike Judge,406.0
Larry Charles,119.0
Claude Miller,27.0
Michael Winterbottom,187.0
Sacha Bennett,22.0
Paul Haggis,549.0
Rodrigo García,127.0
Jeta Amata,20.0
Siddharth Anand,5.0
Vincent Paronnaud,10.0
Joe Dante,287.0
Dennis Gansel,23.0
Nicolas Winding Refn,0.0
Daniel Barber,12.0
Sam Raimi,0.0
Robert Marcarelli,0.0
Jason Reitman,655.0
Ernie Barbarash,249.0
Guy Hamilton,82.0
Francis Ford Coppola,0.0
Adrian Lyne,213.0
Marc Webb,464.0
Jane Campion,319.0
Steven Soderbergh,0.0
Jonathan Liebesman,474.0
Guy Hamilton,82.0
Jay Russell,13.0
Adam Brooks,20.0
Salim Akil,70.0
Baz Luhrmann,1000.0
George Clooney,0.0
Bennett Miller,152.0
Robert Rodriguez,0.0
Michael Winterbottom,187.0
,
Michael Anderson,23.0
Guy Hamilton,82.0
Craig R. Baxley,22.0
Neil Marshall,197.0
Don Kempf,0.0
Matt Bettinelli-Olpin,14.0
David O. Russell,737.0
Rob Zombie,0.0
,
Rick Famuyiwa,44.0
Michael Rymer,48.0
Sam Mendes,0.0
Rob Zombie,0.0
Sharron Miller,0.0
Ethan Coen,1000.0
Aaron Schneider,11.0
Steve Miner,49.0
Gina Prince-Bythewood,107.0
Tom Ford,192.0
Martin Scorsese,17000.0
Michael Corrente,30.0
Gurinder Chadha,98.0
Phillip Noyce,176.0
Don Michael Paul,70.0
Tony Maylam,6.0
,
Mitch Davis,7.0
,
Yash Chopra,147.0
David Mamet,342.0
Jay Duplass,157.0
Kevin Brodie,0.0
Paul Schrader,261.0
George Hickenlooper,60.0
Lynne Ramsay,159.0
John Stephenson,0.0
Tim Chambers,2.0
Curtis Hanson,161.0
Rodrigo García,127.0
Dick Richards,6.0
Jean-Marie Poiré,8.0
Sofia Coppola,0.0
Bob Gosse,10.0
Alex Zamm,43.0
Spencer Susser,58.0
Richard Shepard,47.0
Gus Van Sant,835.0
Thaddeus O'Sullivan,5.0
Peter Sollett,6.0
Shari Springer Berman,30.0
Aleksey German,23.0
Stephen Milburn Anderson,0.0
Richard E. Grant,554.0
Troy Duffy,78.0
David Lam,4.0
Francis Ford Coppola,0.0
Vladlen Barbe,0.0
Richard Rich,24.0
Clint Eastwood,16000.0
Robert C. Cooper,49.0
Richard Linklater,0.0
Kenny Ortega,197.0
Kim Nguyen,16.0
Jackie Earle Haley,0.0
Max Färberböck,4.0
Arie Posin,3.0
Damian Nieman,0.0
Mark Tonderai,13.0
Denis Villeneuve,777.0
Gabriele Muccino,125.0
Ian Fitzgibbon,11.0
José Padilha,294.0
John R. Leonetti,40.0
Rachel Perkins,3.0
John Singleton,309.0
Luis Valdez,7.0
Alan Alda,0.0
Brian De Palma,0.0
Stephen Sommers,208.0
Doug Liman,218.0
Nicole Holofcener,132.0
Robert Wise,338.0
Louis Morneau,38.0
Caroline Link,11.0
Steve McQueen,0.0
Matthew Vaughn,905.0
Sterling Van Wagenen,0.0
Zal Batmanglij,129.0
Michael Mayer,15.0
Hans Petter Moland,19.0
Oren Moverman,38.0
Ian Sharp,9.0
Anton Corbijn,210.0
James Cameron,0.0
Wolfgang Becker,31.0
Tom Hooper,0.0
Dan O'Bannon,228.0
,
Kevin Smith,0.0
Randal Kleiser,116.0
Oliver Stone,0.0
Michael Moore,909.0
George Roy Hill,131.0
Robert Stevenson,55.0
Robert Redford,0.0
Frank Coraci,153.0
Jerome Robbins,34.0
Harold Ramis,11000.0
Gary Hardwick,10.0
Rick Famuyiwa,44.0
Bryan Singer,0.0
Stephen Hopkins,81.0
Walt Becker,12.0
Darren Aronofsky,0.0
King Vidor,54.0
Christopher Guest,378.0
John Carpenter,0.0
Spike Lee,0.0
Fred Savage,0.0
Sammo Kam-Bo Hung,472.0
Christopher Guest,378.0
Donald Petrie,80.0
,
Peter Howitt,29.0
Rusty Cundieff,38.0
Kevin Macdonald,162.0
Dominique Othenin-Girard,2.0
Richard Linklater,0.0
Jean-Jacques Mantello,0.0
Ed Harris,0.0
Risa Bramon Garcia,112.0
Brian Klugman,49.0
Matt Piedmont,4.0
Raymond De Felitta,20.0
John Michael McDonagh,51.0
Deb Hagan,0.0
Sofia Coppola,0.0
Mark Herman,39.0
Zach Cregger,138.0
Zach Braff,0.0
Mark Tarlov,3.0
,
John Cameron Mitchell,263.0
Sheldon Lettich,23.0
Jon Knautz,10.0
Billy Ray,53.0
David Atkins,8.0
Patrick Stettner,5.0
Sam Peckinpah,541.0
Jonathan Levine,129.0
Michael Crichton,735.0
Lynne Ramsay,159.0
Sylvio Tabet,0.0
Rick Bieber,11.0
Claude Chabrol,324.0
Shana Feste,19.0
Wayne Wang,61.0
Joey Lauren Adams,781.0
Peter Cattaneo,11.0
Fred Zinnemann,160.0
S.R. Bindler,0.0
Tony Kaye,194.0
Greg Marcks,9.0
Perry Lang,17.0
Jake Goldberger,2.0
Stefan Ruzowitzky,24.0
Vic Sarin,24.0
William Kaufman,58.0
,
David Cronenberg,0.0
Cédric Klapisch,82.0
Kate Barker-Froyland,4.0
Barbet Schroeder,58.0
Martin Koolhoven,12.0
Charles Matthau,139.0
John Frankenheimer,287.0
Christopher M. Bessette,0.0
Prachya Pinkaew,64.0
Gary Sinyor,0.0
,
Gurinder Chadha,98.0
John Sayles,407.0
Preston A. Whitmore II,17.0
Ashish R. Mohan,2.0
Jaume Balagueró,57.0
Stewart Raffill,12.0
George Roy Hill,131.0
Hugh Hudson,46.0
Darren Grant,0.0
Scott Hicks,96.0
Joseph Gordon-Levitt,23000.0
Clint Eastwood,16000.0
Terry Zwigoff,72.0
Richard Eyre,14.0
William Sachs,14.0
Christophe Barratier,25.0
Émile Gaudreault,9.0
James Cox,10.0
Spike Lee,0.0
James Toback,56.0
Aki Kaurismäki,592.0
Gaspar Noé,929.0
Hitoshi Matsumoto,17.0
Rakeysh Omprakash Mehra,85.0
Collin Schiffli,4.0
George Ratliff,3.0
David Wain,136.0
Shane Meadows,222.0
Morten Tyldum,77.0
Jon Wright,4.0
Michael McGowan,12.0
Liv Ullmann,440.0
Jeannot Szwarc,82.0
Rohan Sippy,4.0
James Wan,0.0
Darren Lynn Bousman,163.0
Dan Trachtenberg,16.0
Jeff Tremaine,79.0
David F. Sandberg,26.0
Henry Joost,24.0
Stiles White,10.0
Chuck Russell,55.0
Joel Edgerton,0.0
Eugenio Derbez,399.0
Henry Joost,24.0
Henry Koster,28.0
Blake Edwards,688.0
Rachel Talalay,54.0
Patty Jenkins,260.0
Richard Fleischer,130.0
Christopher Landon,52.0
David Lynch,0.0
Jean-Marc Vallée,212.0
David Gelb,26.0
Christopher Nolan,22000.0
Mike Flanagan,59.0
Kevin Smith,0.0
Stephen Daldry,335.0
Nat Faxon,214.0
George Jackson,0.0
George Miller,18.0
Maurice Joyce,0.0
Robert Duvall,3000.0
Frank Perry,24.0
Jesse Peretz,37.0
Stephen Hopkins,81.0
Ice Cube,0.0
Tim Blake Nelson,596.0
John Erick Dowdle,66.0
Bille Woodruff,23.0
Kasi Lemmons,148.0
Richard Glatzer,25.0
Michael Curtiz,345.0
Bruce Malmuth,6.0
Rob Hedden,6.0
Joel Zwick,38.0
Harmony Korine,520.0
Joe Chappelle,13.0
Alfonso Cuarón,0.0
Edgar Wright,1000.0
Mickey Liddell,7.0
John Sayles,407.0
Dwight H. Little,27.0
Fred Walton,17.0
Barry Levinson,272.0
Steve Carver,8.0
Gonzalo López-Gallego,17.0
Christine Jeffs,19.0
John Erick Dowdle,66.0
Don Coscarelli,152.0
King Vidor,54.0
Michael Tiddes,89.0
Bill Duke,1000.0
Frank Borzage,57.0
Bille Woodruff,23.0
Mamoru Hosoda,99.0
Brian Dannelly,12.0
Denys Arcand,66.0
Richard Lester,44.0
J.S. Cardone,23.0
Guy Hamilton,82.0
Jay Levey,3.0
Nicholaus Goossen,4.0
Tamara Jenkins,84.0
Sergio Leone,0.0
Jon Favreau,4000.0
Duncan Jones,0.0
Scott Marshall,7.0
Ronan Chapalain,0.0
Atom Egoyan,460.0
Xavier Beauvois,22.0
Randall Miller,19.0
Jerry Belson,3.0
Peter Jackson,0.0
Michael Polish,35.0
Dan Rush,7.0
Jake Kasdan,52.0
Brad Anderson,122.0
Paul Schrader,261.0
Michael Cuesta,52.0
John Cameron Mitchell,263.0
Fenton Bailey,13.0
Jeremy Saulnier,57.0
Billy Kent,0.0
James Manera,0.0
Wes Anderson,0.0
Kevin Spacey,18000.0
Feroz Abbas Khan,0.0
Errol Morris,239.0
Dennis Hopper,0.0
Eli Craig,27.0
Nicholas Fackler,6.0
Richard Wallace,5.0
Morgan J. Freeman,204.0
Matthew Hastings,3.0
M. Night Shyamalan,0.0
Brian De Palma,0.0
Klaus Menzel,34.0
,
Oren Peli,110.0
Jaume Balagueró,57.0
Paul Andrew Williams,46.0
Stephen Herek,65.0
Bob Saget,799.0
Jim Amatulli,0.0
,
William H. Macy,0.0
Barrett Esposito,0.0
Mitch Davis,7.0
Eric Bross,49.0
Paul Schrader,261.0
Vicky Jewson,3.0
Peter Hyams,0.0
Marc Bennett,3.0
Mike Mayhall,14.0
Kevin Smith,0.0
Stanton Barrett,20.0
Jirí Menzel,44.0
Fatih Akin,766.0
Billy Bob Thornton,0.0
Nick Murphy,58.0
Eli Roth,0.0
Michael Winterbottom,187.0
Jeff Nichols,337.0
Frank LaLoggia,7.0
Jeremy Brock,16.0
Scott Foley,0.0
Tobe Hooper,365.0
Sam Peckinpah,541.0
Nicolas Winding Refn,0.0
Christophe Ali,0.0
Gabriela Tagliavini,20.0
Shekar,0.0
Shona Auerbach,11.0
Leonard Farlinger,0.0
Michel Leclerc,3.0
Analeine Cal y Mayor,4.0
Tom Kalin,4.0
Robert Sarkies,0.0
Hugh Wilson,37.0
Randal Kleiser,116.0
Mike Newell,179.0
Amy Heckerling,143.0
John Huston,1000.0
Spike Lee,0.0
,
Lana Wachowski,0.0
Darren Aronofsky,0.0
Walter Lang,9.0
Carlos Saura,98.0
Oliver Stone,0.0
Andrew Erwin,10.0
Richard Kelly,219.0
Beto Gómez,5.0
Mike van Diem,4.0
Jonas Åkerlund,68.0
Todd Solondz,377.0
Chan-wook Park,0.0
René Féret,0.0
Barry Skolnick,0.0
Johnnie To,143.0
Mateo Gil,3.0
Lukas Moodysson,187.0
Agnieszka Wojtowicz-Vosloo,0.0
Kabir Sadanand,0.0
Milos Forman,869.0
Peter DeLuise,358.0
Mel Brooks,0.0
Raja Menon,6.0
,
Ernie Barbarash,249.0
Nick Love,63.0
Jonathan Glazer,143.0
Daniel Espinosa,79.0
Niki Caro,51.0
R. Balki,12.0
Ivan Engler,0.0
Joe Wright,456.0
Kenny Ortega,197.0
,
Richard Kwietniowski,23.0
Timur Bekmambetov,335.0
Neil Jordan,277.0
Bob Clark,84.0
George A. Romero,0.0
George A. Romero,0.0
Sofia Coppola,0.0
Woody Allen,11000.0
Cecil B. DeMille,309.0
Ridley Scott,0.0
Marc Forster,395.0
Henry Hobson,9.0
Mike Figgis,81.0
Duane Journey,2.0
Dan O'Bannon,228.0
Billy Wilder,0.0
Rob Cohen,357.0
Carol Reed,82.0
,
Lisa Cholodenko,450.0
John Carpenter,0.0
John Sturges,120.0
William Arntz,0.0
Ed Gass-Donnelly,8.0
Richard Linklater,0.0
Woody Allen,11000.0
Tim Burton,13000.0
DJ Pooh,69.0
DJ Pooh,69.0
Wayne Kramer,47.0
John Huston,1000.0
Patrick Stettner,5.0
James Melkonian,7.0
Wes Craven,0.0
J.A. Bayona,171.0
Michael Tiddes,89.0
Roger Avary,675.0
Alfred Hitchcock,13000.0
Bob Odenkirk,0.0
Allison Anders,99.0
Steven Shainberg,30.0
Rick de Oliveira,2.0
Oliver Stone,0.0
Christopher Guest,378.0
Jeff Franklin,24.0
John Dahl,131.0
Mike Mills,101.0
Kevin Smith,0.0
Dave McKean,21.0
Ron Fricke,330.0
Ruggero Deodato,101.0
Gavin Wiesen,19.0
Mora Stephens,5.0
Mars Callahan,60.0
Mike Figgis,81.0
Leos Carax,227.0
David Gordon Green,234.0
Stefan Schwartz,13.0
Renny Harlin,212.0
Robert Lee King,0.0
Kevin Allen,8.0
Jorge Ramírez Suárez,45.0
David Schwimmer,0.0
Barry Levinson,272.0
Sam Miller,12.0
Anne Fontaine,105.0
Dan Ireland,137.0
Fernando León de Aranoa,58.0
Jim Mickle,53.0
,
Stephen Kay,19.0
Karim Aïnouz,19.0
Sam Levinson,8.0
Julian Gilbey,7.0
Vincenzo Natali,165.0
Aleksandr Veledinskiy,0.0
Peter H. Hunt,0.0
Ruba Nadda,55.0
Howard Hughes,177.0
Edward Burns,0.0
Phil Joanou,21.0
Sean Byrne,18.0
Chris Stokes,548.0
Mark Griffiths,4.0
Bruce Macdonald,103.0
Timur Bekmambetov,335.0
Fred Zinnemann,160.0
Sidney Lumet,0.0
Victor Fleming,149.0
Richard Raymond,10.0
Sam Peckinpah,541.0
Alan Jacobs,2.0
George Sidney,24.0
Christopher Morris,69.0
Andrucha Waddington,6.0
Peter Stebbings,89.0
Vincente Minnelli,136.0
Dagur Kári,29.0
Nicholas Hytner,13.0
Jaume Collet-Serra,174.0
,
John Schlesinger,154.0
Peter Cattaneo,11.0
Jim Abrahams,104.0
Kevin Carraway,2.0
F. Gary Gray,473.0
Albert Hughes,117.0
,
Michael Gornick,10.0
Sam Peckinpah,541.0
Richard Brooks,174.0
Fred Zinnemann,160.0
Jack Smight,22.0
Alfred Hitchcock,13000.0
Robert Eggers,22.0
Michael Martin,0.0
Edward Burns,0.0
Bill Condon,386.0
Juan José Campanella,195.0
George A. Romero,0.0
Gideon Raff,47.0
Sam Raimi,0.0
Louis C.K.,0.0
Anthony C. Ferrante,48.0
Salvador Carrasco,22.0
André Øvredal,12.0
Robert Cary,0.0
Akiva Schaffer,82.0
Adam Rapp,9.0
Angela Robinson,23.0
Warren P. Sonoda,28.0
Amanda Gusack,0.0
Avi Nesher,6.0
,
Charles Adelman,0.0
Jay Oliva,41.0
Charles Ferguson,117.0
Uwe Boll,892.0
Mark Young,14.0
Daniel Petrie Jr.,19.0
Antonio Simoncini,0.0
Mel Brooks,0.0
Luc Jacquet,10.0
J.C. Chandor,78.0
Eldar Rapaport,0.0
Clark Gregg,0.0
Damien Chazelle,141.0
Fernando Meirelles,353.0
Justin Kerrigan,8.0
Nathan Frankowski,19.0
Karen Moncrieff,22.0
Thomas Vinterberg,346.0
Bob Clark,84.0
Alejandro Monteverde,38.0
Mark L. Lester,73.0
Jennifer Finnigan,246.0
Eric Styles,4.0
Laurent Cantet,39.0
Roman Polanski,2000.0
John Ford,673.0
Max Mayer,6.0
Joshua Marston,13.0
Mike Mills,101.0
John Gulager,38.0
John Landis,644.0
Guy Hamilton,82.0
Brandon Cronenberg,43.0
Frank Capra,964.0
Danny Boyle,0.0
Spike Lee,0.0
Tod Williams,21.0
Kirk Jones,52.0
Michael Moore,909.0
Yimou Zhang,611.0
Jack Sholder,28.0
James Ivory,133.0
James DeMonaco,65.0
Scott Derrickson,301.0
David Raynr,9.0
Richard Brooks,174.0
Ted Post,57.0
Charles Martin Smith,188.0
Kunihiko Yuyama,8.0
Tom McLoughlin,41.0
David Lean,767.0
Patrick Read Johnson,32.0
Alfred Hitchcock,13000.0
Billy Wilder,0.0
Adam Marcus,18.0
Alfred Hitchcock,13000.0
Michel Gondry,1000.0
John Maclean,85.0
Michael Schultz,78.0
Benny Boom,23.0
Richard Brooks,174.0
Stanley Kramer,176.0
David Raynr,9.0
,
Howard Hawks,393.0
Nnegest Likké,18.0
Richard Linklater,0.0
Christopher Leitch,4.0
Don Coscarelli,152.0
Michael Schultz,78.0
Patricia Cardoso,15.0
,
Deepa Mehta,375.0
Damien O'Donnell,70.0
Peter M. Cohen,0.0
Mira Nair,300.0
Nicole Holofcener,132.0
Mel Stuart,21.0
Anthony Hickox,16.0
Tom Schulman,45.0
Terrence Malick,0.0
Jill Sprecher,11.0
Darren Stein,18.0
Julian Schnabel,232.0
Noah Baumbach,387.0
Gavin Hood,151.0
Todd Solondz,377.0
George Gallo,269.0
Kevin Smith,0.0
Chan-wook Park,0.0
David Nixon,13.0
Jason Eisener,59.0
Enrique Begne,0.0
Matthew Bright,9.0
Michael Landon Jr.,84.0
Andrea Arnold,121.0
Whit Stillman,89.0
,
Leslye Headland,21.0
,
Bobby Roth,40.0
Tim Heidecker,78.0
Rupert Wyatt,81.0
,
Marco Kreuzpaintner,7.0
Kate Connor,27.0
Deon Taylor,26.0
Jason Alexander,700.0
Xavier Gens,87.0
Conor McPherson,0.0
Will Canon,8.0
Philip Zlotorynski,0.0
Tim Burton,13000.0
Lance Kawas,66.0
Francesca Gregorini,15.0
Marcio Garcia,74.0
David Wain,136.0
Craig Moss,19.0
Michael Jai White,2000.0
John Boorman,128.0
Paolo Monico,3.0
Youssef Delara,8.0
Darin Scott,39.0
Christian Sesma,9.0
Monte Hellman,96.0
Kenneth Branagh,0.0
Brian Caunter,0.0
Chris D'Arienzo,7.0
Walter Salles,179.0
Frank Capra,964.0
Isaac Florentine,81.0
Susan Seidelman,39.0
Michael Polish,35.0
Heidi Ewing,4.0
Richard Donner,503.0
Alexandre Aja,192.0
Leon Ford,18.0
Hank Braxtan,6.0
Craig Brewer,153.0
Billy Wilder,0.0
John Carl Buechler,152.0
Victor Fleming,149.0
Mel Brooks,0.0
George A. Romero,0.0
Rajkumar Hirani,124.0
Victor Nunez,9.0
Carroll Ballard,19.0
Rohit Jugraj,2.0
Thorbjørn Christoffersen,0.0
John Ford,673.0
Alex van Warmerdam,53.0
Victor Fleming,149.0
Mel Brooks,0.0
Joseph Zito,17.0
Pawel Pawlikowski,84.0
James Ivory,133.0
Frank Sebastiano,3.0
Rand Ravich,7.0
Stacy Peralta,147.0
Nacho Vigalondo,76.0
Hao Ning,0.0
Tony Giglio,6.0
Stanley Donen,134.0
Joe Cross,65.0
Michael Tiddes,89.0
Dinesh D'Souza,67.0
Rob Zombie,0.0
Tom Hanks,15000.0
Tommy Lee Wallace,24.0
Don Taylor,11.0
Martin Ritt,58.0
Leslie Small,15.0
Gus Van Sant,835.0
Zach Braff,0.0
Richard Linklater,0.0
Éric Tessier,0.0
Alison Maclean,7.0
Alice Wu,13.0
Sarah Gavron,34.0
Jake Schreier,14.0
Isabel Coixet,148.0
James Ponsoldt,53.0
Randall Miller,19.0
Larry Charles,119.0
Joshua Tickell,9.0
Tim Boxell,10.0
Rawson Marshall Thurber,43.0
Michael D. Sellers,0.0
Reed Cowan,0.0
James Dodson,8.0
Stefan Ruzowitzky,24.0
Alex Rivera,8.0
James Gunn,571.0
John Murlowski,20.0
Benni Diez,2.0
Danny Perez,0.0
Spike Lee,0.0
Robby Henson,9.0
Mike Judge,406.0
Zackary Adler,0.0
Shane Meadows,222.0
Dominic Burns,15.0
George Sidney,24.0
Carmen Marron,29.0
Tim McCanlies,23.0
George Sidney,24.0
Mario Van Peebles,535.0
Jason Stone,14.0
Jerry Rees,115.0
James Algar,11.0
William Friedkin,607.0
Jaco Booyens,37.0
Steve Miner,49.0
Danny Steinmann,13.0
Michael Landon Jr.,84.0
Jon Gunn,16.0
Hayley Cloake,0.0
Tay Garnett,10.0
Shyam Madiraju,0.0
Harmage Singh Kalirai,11.0
Rita Merson,5.0
Jon Knautz,10.0
William Wyler,355.0
Larry Clark,184.0
Petter Næss,16.0
Robert Fontaine,7.0
Jaume Balagueró,57.0
Patricia Cardoso,15.0
Dan Perri,0.0
Neil Mcenery-West,0.0
Anthony O'Brien,7.0
Terence Young,92.0
Michael Herz,6.0
,
Woody Allen,11000.0
David Robert Mitchell,421.0
Woody Allen,11000.0
Robert Mulligan,89.0
George Miller,750.0
Chia-Liang Liu,32.0
Stanley Kubrick,0.0
Kimberly Peirce,108.0
Chris Kentis,9.0
Florian Henckel von Donnersmarck,207.0
Alex Kendrick,589.0
Robert Rossen,31.0
Jack Conway,6.0
Sylvain Chomet,162.0
Chris Eyre,149.0
Shari Springer Berman,30.0
Richard Linklater,0.0
Alejandro G. Iñárritu,0.0
Catherine Hardwicke,308.0
Elia Kazan,603.0
Debra Granik,81.0
Kevin Macdonald,162.0
Henry King,85.0
Miranda July,244.0
Charles Ferguson,117.0
Max Joseph,31.0
Jim Jarmusch,0.0
David Ayer,453.0
Jerry Jameson,5.0
Steven Soderbergh,0.0
Kevin Tenney,85.0
,
Kenneth Branagh,0.0
John Cameron Mitchell,263.0
Ari Folman,56.0
Gary Rogers,0.0
Charles Ferguson,117.0
Marielle Heller,22.0
,
David Sington,90.0
Kelly Reichardt,129.0
Fenton Bailey,13.0
Bob Giraldi,34.0
Jill Sprecher,11.0
Huck Botko,10.0
Luc Besson,0.0
David Duchovny,0.0
Mitchell Lichtenstein,53.0
Lance Mungia,4.0
Kundan Shah,4.0
Michael Dowse,31.0
Hue Rhodes,0.0
Shane Meadows,222.0
Roland Emmerich,776.0
,
Jugal Hansraj,32.0
Danny Provenzano,84.0
Bill Muir,19.0
Richard LaGravenese,98.0
Noah Buschel,8.0
Brian Yuzna,97.0
Hunter Richards,11.0
Laurie Collyer,38.0
Bruce McCulloch,54.0
Aaron Hann,0.0
James Watkins,43.0
Catherine Hardwicke,308.0
Phil Claydon,6.0
Ralph Ziman,5.0
John Simpson,0.0
Colin Minihan,6.0
Conor McMahon,5.0
Chris Shadley,0.0
Simon Napier-Bell,0.0
Woody Allen,11000.0
Simon Yin,0.0
Jeff Crook,5.0
,
Orson Welles,0.0
Dave Payne,0.0
James Cox,10.0
Jonas Åkerlund,68.0
Brad Copeland,8.0
Paul Bunnell,5.0
Phil Morrison,17.0
Harald Reinl,2.0
James Cox,10.0
Richard Lester,44.0
Michael Moore,909.0
Tanner Beard,531.0
Scott Dow,6.0
Derick Martini,20000.0
Jerry Dugan,3.0
Tim Hunter,28.0
Michael Polish,35.0
William Kaufman,58.0
Rodrigo Cortés,89.0
Richard Ayoade,0.0
Jehane Noujaim,63.0
Pascal Arnold,0.0
Kimberly Peirce,108.0
Remo,168.0
Wes Craven,0.0
James Marsh,120.0
John Laing,0.0
Jamal Hill,47.0
Daniel Stamm,13.0
Sam Taylor-Johnson,456.0
Elia Kazan,603.0
Stanley Kubrick,0.0
Carlos Carrera,12.0
Benh Zeitlin,188.0
J. Lee Thompson,88.0
Maggie Greenwald,9.0
Vera Farmiga,0.0
Vijay Chandar,0.0
Morgan Spurlock,293.0
Jonathan Wacks,0.0
Khyentse Norbu,28.0
Ted Post,57.0
Richard Brooks,174.0
Tony Krantz,15.0
Mitchell Altieri,9.0
W.D. Hogan,4.0
Corey Grant,21.0
Tom Tykwer,670.0
Lucky McKee,75.0
Richard Boddington,15.0
David Hunt,0.0
Patricia Riggen,36.0
J. Lee Thompson,88.0
Todd Field,143.0
Steven R. Monroe,68.0
Mark Illsley,3.0
Pawel Pawlikowski,84.0
Ritesh Batra,25.0
Sally Potter,87.0
Frank Capra,964.0
Fred Zinnemann,160.0
John Ford,673.0
Brad J. Silverman,11.0
Dave Meyers,11.0
David M. Matthews,8.0
Nadine Labaki,0.0
Lluís Quílez,0.0
Eytan Fox,21.0
Francis Ford Coppola,0.0
Romesh Sharma,0.0
François Truffaut,0.0
Adam Goldberg,1000.0
Travis Zariwny,4.0
Zack Snyder,0.0
Adrienne Shelly,191.0
Newt Arnold,15.0
Frank Capra,964.0
Larry Clark,184.0
Noah Baumbach,387.0
Charles Herman-Wurmfeld,0.0
Yimou Zhang,611.0
John Stockwell,134.0
Alfred Hitchcock,13000.0
Atom Egoyan,460.0
Vincent Gallo,787.0
James Wan,0.0
Alex Cox,92.0
Fabián Bielinsky,44.0
Dror Moreh,4.0
Rebecca Miller,58.0
Maggie Carey,38.0
Roger Avary,675.0
Henry Bean,21.0
David Gordon Green,234.0
Simeon Rice,6.0
Brad Anderson,122.0
Jeff Garlin,522.0
Qasim Basir,13.0
Adam Green,134.0
Charles Chaplin,0.0
Pete Jones,18.0
Bruce Campbell,0.0
Mark Brown,7.0
Adam Carolla,102.0
Ira Sachs,60.0
John Sayles,407.0
Bruce McDonald,49.0
James Mottern,7.0
Jaime Zevallos,228.0
Rob Zombie,0.0
Gerard Johnstone,3.0
Robert Greenwald,21.0
David Ray,0.0
Dave Rodriguez,11.0
Nae Caranfil,34.0
David Winning,65.0
Frank Lotito,5.0
Timothy Woodward Jr.,764.0
Christopher McQuarrie,188.0
Tara Subkoff,37.0
Russell Friedenberg,9.0
William Cottrell,0.0
Lucrecia Martel,33.0
Edward Dmytryk,74.0
Zak Penn,87.0
Alex Ranarivelo,20.0
Jon Knautz,10.0
Mathieu Amalric,412.0
David Worth,58.0
Leslie H. Martinson,7.0
Guy Ritchie,0.0
Robert M. Young,0.0
,
Thomas Vinterberg,346.0
Steve Buscemi,12000.0
Ham Tran,5.0
Rich Cowan,7.0
Boris Rodriguez,5.0
Harold Becker,17.0
,
Sadyk Sher-Niyaz,135.0
Paul Donovan,4.0
Jonathan Kesselman,4.0
Arjun Sablok,0.0
Craig Moss,19.0
Tyler Oliver,0.0
Alfred Hitchcock,13000.0
Steve Miner,49.0
Billy Wilder,0.0
Douglas Cheek,4.0
Youssef Delara,8.0
Deryck Broom,11.0
Henry Hathaway,83.0
John Ford,673.0
,
Spike Lee,0.0
Steven Soderbergh,0.0
James Wan,0.0
Jay Chandrasekhar,422.0
Giovanni Zelko,4.0
Claudia Sainte-Luce,0.0
Scott Derrickson,301.0
Mira Nair,300.0
Kenneth Lonergan,50.0
Alfred Hitchcock,13000.0
Paul McGuigan,118.0
Jamie Babbit,91.0
David Boyd,29.0
Quentin Tarantino,16000.0
Walter Lang,9.0
Sergio Leone,0.0
Anna Muylaert,9.0
Steve Taylor,14.0
Kurt Voss,0.0
Léa Pool,4.0
James David Pasternak,0.0
Laurent Bouhnik,0.0
Tom Sanchez,0.0
David Caffrey,4.0
Adam Jay Epstein,0.0
Michael Curtiz,345.0
Justin Thomas Ostensen,0.0
Brenton Spencer,0.0
Rob Bowman,38.0
Ossie Davis,282.0
Jay Alaimo,2.0
Dylan Bank,0.0
Rob McKittrick,6.0
Shane Meadows,222.0
,
Jeff Burr,155.0
Harry Gantz,0.0
Guy Maddin,126.0
Regardt van den Bergh,12.0
Panos Cosmatos,22.0
Gareth Evans,338.0
Matthew R. Anderson,252.0
Joe Marino,0.0
Michael Curtiz,345.0
Joel Anderson,0.0
Shimit Amin,6.0
Douglas Trumbull,136.0
John G. Avildsen,80.0
Mona Fastvold,2.0
John Carpenter,0.0
Tony Richardson,62.0
Levan Gabriadze,6.0
Martin Scorsese,17000.0
Joe Dante,287.0
Terence Young,92.0
Bradley Parker,18.0
Clive Barker,385.0
Harold Cronk,18.0
Jeff Wadlow,65.0
